,ids,bday,enrolldate,expgradate,Rank,Major,Gender,Athlete,Height,Weight,Smoking,Sprint,English,Reading,Math,Writing,State,LiveOnCampus,HowCommute,CommuteTime,SleepTime,StudyTime,enrolldate ,Score,BMI
105,36173,1994-06-21,2014-08-04,2019-05-13,First Pos,bfa music,Female,1,0.787706960016,16.02103488405094,Unknown,6.295,76.98,69.59,66.05,71.83,In state,on campus,Public Transport,27.0,5.0,4.0,2014-08-04,284.45000000000005,0.03672512201363969
106,37458,1994-06-04,2014-08-04,2019-05-13,First Pos,unknown,Female,0,0.701412896384,13.890434159388025,Not a smoker,6.747,80.52,81.38,67.75,82.68,In state,off campus,car,41.0,2.0,9.0,2014-08-04,312.33,0.04015784266155087
107,38186,1994-05-29,2014-08-04,2020-05-11,First Pos,Art,Male,0,0.802108506016,16.894699623985474,Not a smoker,7.976,74.88,78.19,61.91,85.39,In state,off campus,car,33.0,4.0,7.0,2014-08-04,300.37,0.037349627767328246
108,38365,1994-05-27,2014-08-04,2020-05-11,First Pos,philosophy,Male,1,0.7651253358879999,16.35047073854328,Not a smoker,5.808,77.09,79.08,60.93,76.27,Out of state,on campus,Public Transport,27.0,10.0,5.0,2014-08-04,293.37,0.03972529595062055
109,39281,1994-05-15,2014-08-04,2020-05-11,First Pos,unknown,Male,1,0.830565960912,17.225855530367117,Not a smoker,5.653,87.89,93.3,70.65,75.39,In state,on campus,Public Transport,27.0,4.0,4.0,2014-08-04,327.23,0.03551686222588128
110,39550,1994-05-12,2014-08-04,2019-05-13,First Pos,unknown,Male,1,0.8660513702559999,15.68879929141844,Not a smoker,5.328,89.24,80.79,65.46800947867298,78.24,In state,off campus,car,26.0,6.0,4.0,2014-08-04,313.738009478673,0.029751197272878296
111,42681,1994-04-04,2014-08-04,2019-05-13,First Pos,physic,Male,1,0.7786051829439999,17.923923573314056, smoker,5.771,69.96,78.19,68.17,78.57,In state,on campus,Public Transport,27.0,7.0,13.0,2014-08-04,294.89,0.04205334534515493
112,42914,1994-03-30,2014-08-04,2019-05-13,First Pos,unknown,Female,1,0.805564877056,17.789536142586304,Not a smoker,6.118,85.06,80.56,69.25,85.2,Out of state,on campus,Public Transport,27.0,4.0,10.0,2014-08-04,320.07,0.03899111243186067
113,43402,1994-03-25,2014-08-04,2020-05-11,First Pos,Education - K-12,Female,0,0.758212593808,15.993970748696047,Not a smoker,9.247,82.11,77.55,60.62,70.67,unknown,on campus,Public Transport,27.0,4.0,5.0,2014-08-04,290.95,0.03957093908201932
114,43610,1994-03-23,2014-08-04,2020-05-11,First Pos,Studio art,Female,0,0.80303020496,20.16371408544327, smoker,8.478,79.61,78.38,45.79,77.91,In state,on campus,Public Transport,27.0,3.0,6.0,2014-08-04,281.69,0.044474268694075246
115,44736,1994-03-11,2014-08-04,2020-05-11,First Pos,finance,Male,1,0.790587269216,17.62061860812989,Not a smoker,5.393,87.96,90.1,70.07,79.52168316831683,In state,off campus,Public Transport,64.0,4.0,4.0,2014-08-04,327.6516831683168,0.04009807878362464
116,44661,1994-03-10,2014-08-04,2020-05-11,First Pos,Clinical Psychology,Female,0,0.671803317808,10.555946034455653,Not a smoker,8.133,80.84,82.97,65.46800947867298,83.36,In state,on campus,Public Transport,27.0,6.0,4.0,2014-08-04,312.638009478673,0.033267098151704026
117,45104,1994-03-05,2014-08-04,2020-05-11,First Pos,unknown,Male,0,0.752221550672,15.632804528615209,Not a smoker,7.617,80.64,82.78,60.13,86.08,Out of state,on campus,Public Transport,27.0,6.0,1.0,2014-08-04,309.63,0.03929591461129827
118,45303,1994-03-04,2014-08-04,2020-05-11,First Pos,journalism,Male,1,0.876996545216,16.894699623985474,Not a smoker,5.605,96.42,99.42,77.14,81.3,In state,unknown,Public Transport,27.0,4.0,1.0,2014-08-04,354.28000000000003,0.03124328975768412
119,45377,1994-03-01,2014-08-04,2019-05-13,First Pos,Applied math,Female,0,0.6862048638079999,11.19801931459936,Not a smoker,6.829,83.6,91.38,68.61,80.35,In state,off campus,Bike,11.0,5.461538461538462,7.208651399491094,2014-08-04,323.93999999999994,0.03382483409791346
120,45559,1994-02-28,2014-08-04,2020-05-11,First Pos,Spanish,Male,0,0.775609661376,20.21224287987274, smoker,6.451,76.55,74.41,64.2,71.37,In state,off campus,car,30.0,7.0,4.0,2014-08-04,286.53000000000003,0.04778924119387579
121,45550,1994-02-26,2014-08-04,2019-05-13,First Pos,businness,Female,1,0.8112102830879999,16.894699623985474,Not a smoker,5.91,84.6,67.82,62.77,82.73,In state,off campus,car,32.0,5.0,4.0,2014-08-04,297.92,0.036516204214912584
122,45901,1994-02-24,2014-08-04,2020-05-11,First Pos,nursing,Male,1,0.884370136768,16.894699623985474,Not a smoker,4.741,78.37,83.32,65.79,81.93,In state,on campus,Public Transport,27.0,10.0,4.0,2014-08-04,309.41,0.03072446884602457
123,46109,1994-02-21,2014-08-04,2020-05-11,First Pos,Applied Mathematics,Male,0,0.7046388426879999,12.391641008354888,Not a smoker,6.581933155080214,90.8,77.92,65.46,75.46,In state,on campus,Public Transport,27.0,12.0,3.0,2014-08-04,309.64,0.035497495338647926
124,46808,1994-02-12,2014-08-04,2019-05-13,First Pos,music - piano performance,Male,0,0.827109589872,14.523174979064528,Unknown,7.221,90.18,81.7,80.51,75.58,In state,off campus,Public Transport,45.0,7.0,6.0,2014-08-04,327.97,0.030195171756722372
125,46968,1994-02-10,2014-08-04,2020-05-11,First Pos,french,Female,1,0.8013020194399999,14.937536223808433,Not a smoker,5.959,88.85,78.56,54.49,85.91,In state,unknown,Public Transport,27.0,7.0,5.0,2014-08-04,307.81,0.03308937345500835
126,48216,1994-01-26,2014-08-04,2020-05-11,First Pos,chem,Male,1,0.820427272528,15.952907922640344,Unknown,6.581933155080214,94.33,76.88,74.19,79.99,In state,on campus,Public Transport,27.0,8.0,4.0,2014-08-04,325.39,0.03371023096438337
127,49381,1994-01-11,2014-08-04,2019-05-13,First Pos,unknown,Female,0,0.708901700304,18.940228518192686,Unknown,6.581933155080214,80.03,80.19,65.69,86.64,In state,off campus,car,35.0,3.0,7.208651399491094,2014-08-04,312.54999999999995,0.053606225073402486
128,49838,1994-01-08,2014-08-04,2019-05-13,First Pos,unknown,Male,1,0.824459705408,16.894699623985474,Not a smoker,5.651,68.97,78.16,60.06,71.87,In state,on campus,Public Transport,27.0,10.0,7.0,2014-08-04,279.06,0.03535197260636162
129,20248,1994-01-01,2014-08-04,2020-05-11,First Pos,stats,Neutral,0,0.706482240576,14.35985692088844,Unknown,6.449,88.31,97.32,85.07,88.38,Out of state,off campus,car,30.0,5.0,6.0,2014-08-04,359.08,0.0409213225541671
130,24267,1993-11-13,2014-08-04,2019-05-13,First Pos,unknown,Female,0,0.6568257099679999,10.607274567025282,Not a smoker,6.822,86.13,84.98,59.08,81.71,Out of state,on campus,Public Transport,27.0,4.0,17.0,2014-08-04,311.9,0.034970800181813706
131,25577,1993-10-28,2014-08-04,2020-05-11,First Pos,psychology,Female,0,0.773996688224,16.62671156837255,Unknown,8.138,91.36,77.64,59.33,89.69,In state,on campus,Public Transport,27.0,7.0,4.0,2014-08-04,318.02,0.039475733192612765
132,25893,1993-10-25,2014-08-04,2020-05-11,First Pos,unknown,Male,1,0.810288584144,17.65981494209215,Not a smoker,5.798,78.84,71.03,60.19,74.68,unknown,off campus,car,31.0,5.0,7.208651399491094,2014-08-04,284.74,0.03825681004273712
133,26481,1993-10-18,2014-08-04,2019-05-13,First Pos,unknown,Male,1,0.8451979316480001,16.910418366575584,3.0,5.707,64.01,76.44,68.95,73.62,Out of state,on campus,Public Transport,27.0,4.0,11.0,2014-08-04,283.02,0.033669723352309285
134,26998,1993-10-11,2014-08-04,2020-05-11,First Pos,social work,Male,1,0.859023415808,19.163274323358888,Not a smoker,5.259,85.24,81.39,70.74,79.52168316831683,In state,off campus,car,28.0,3.0,7.0,2014-08-04,316.89168316831683,0.03693701187164987
135,27765,1993-10-01,2014-08-04,2019-05-13,First Pos,history,Female,1,0.7801029437279998,18.33641832596452,Not a smoker,5.978,70.26,69.19,64.17,66.76,Out of state,on campus,Public Transport,27.0,5.461538461538462,11.0,2014-08-04,270.38,0.04285610741300508
136,30426,1993-08-31,2014-08-04,2019-05-13,First Pos,unknown,Male,0,0.8540692839839998,14.739688061903687,Not a smoker,8.044,80.01,82.0708,59.68,76.8,In state,on campus,Public Transport,27.0,3.0,7.208651399491094,2014-08-04,298.56080000000003,0.028741149481109795
137,31807,1993-08-14,2014-08-04,2019-05-13,First Pos,nursing,Male,0,0.90096071776,27.249851318192075,Not a smoker,7.177,82.78755501222494,73.72,58.64,77.89,Out of state,on campus,Public Transport,27.0,1.0,3.0,2014-08-04,293.03755501222497,0.047747921586070205
138,32219,1993-08-09,2014-08-04,2020-05-11,First Pos,Family and Consumer Science,Male,0,0.81109507072,23.01758049631458,Not a smoker,5.753,82.45,89.05,85.19,75.51,Out of state,on campus,Public Transport,27.0,6.0,7.208651399491094,2014-08-04,332.2,0.04976433367768594
139,32187,1993-08-09,2014-08-04,2019-05-13,First Pos,paralegal studies,Male,1,0.793582790784,14.221736505973801,Not a smoker,4.704,89.08,89.63,65.46800947867298,72.86,In state,on campus,Public Transport,27.0,6.0,10.0,2014-08-04,317.03800947867296,0.032119604732632694
140,32776,1993-08-02,2014-08-04,2020-05-11,First Pos,english,Female,0,0.760862478272,20.671399934859227,Not a smoker,8.057,89.33,89.86,59.7,84.88,In state,unknown,car,39.0,5.461538461538462,12.0,2014-08-04,323.77,0.05078782346913805
141,34019,1993-07-18,2014-08-04,2019-05-13,First Pos,statistics,Male,0,0.744963171488,23.631656395056677,Unknown,6.581933155080214,86.16,94.94,68.78,71.93,Out of state,off campus,car,25.0,10.0,5.0,2014-08-04,321.81,0.06056568087621765
142,34705,1993-07-10,2014-08-04,2019-05-13,First Pos,unknown,Male,0,0.859253840544,25.139782006557013,Not a smoker,6.85,82.95,63.56,57.54,75.98,In state,on campus,Public Transport,27.0,1.0,7.0,2014-08-04,280.03000000000003,0.04843068263710587
143,34595,1993-07-10,2014-08-04,2019-05-13,First Pos,unknown,Female,1,0.7562539835519999,14.181606925964823,Not a smoker,5.544,93.78,83.49,66.03,77.69,Out of state,on campus,Public Transport,27.0,6.0,4.0,2014-08-04,320.99,0.035268918307195904
144,36109,1993-06-22,2014-08-04,2019-05-13,First Pos,unknown,Female,1,0.8025693554879999,15.699998243979083,Not a smoker,5.162,82.92,81.07,64.33,81.49,Out of state,on campus,Public Transport,27.0,5.0,4.0,2014-08-04,309.81,0.03466861600609795
145,36524,1993-06-18,2014-08-04,2020-05-11,First Pos,unknown,Male,1,0.8556822571359999,15.596407932793111,Unknown,5.707,75.05,71.04,54.73,72.09,In state,on campus,Public Transport,27.0,5.0,2.0,2014-08-04,272.90999999999997,0.03029713619003252
146,38091,1993-05-29,2014-08-04,2019-05-13,First Pos,unknown,Male,1,0.906490911424,22.270983658938174,Unknown,5.768,67.03,68.43,64.06,68.87,In state,on campus,Public Transport,27.0,5.0,8.0,2014-08-04,268.39,0.03854912616380754
147,40408,1993-05-02,2014-08-04,2019-05-13,First Pos,math,Male,0,0.8514193995200001,16.91695108890263,Not a smoker,6.581933155080214,75.66,81.97,60.76,75.2,In state,on campus,Public Transport,27.0,8.0,8.0,2014-08-04,293.59000000000003,0.03319227790178367
148,40803,1993-04-24,2014-08-04,2019-05-13,First Pos,what?,Female,0,0.718694751584,12.647350425156311,Not a smoker,6.566,94.64,89.06,70.44,88.15,In state,on campus,Public Transport,27.0,3.0,2.0,2014-08-04,342.29,0.03482672624353154
149,41397,1993-04-19,2014-08-04,2020-05-11,First Pos,none of ur bisness!,Female,0,0.678946484624,15.279104276908138,Not a smoker,6.673,84.86,80.98,71.64,86.86,In state,off campus,car,20.0,10.0,6.0,2014-08-04,324.34000000000003,0.0471442633174697
150,43142,1993-03-30,2014-08-04,2020-05-11,First Pos,Forensic psych,Male,0,0.783810071098353,16.314074142721182,Not a smoker,6.348,96.48,81.68,63.49,85.67,In state,on campus,Public Transport,27.0,1.0,5.0,2014-08-04,327.32000000000005,0.0377696360430065
151,44929,1993-03-07,2014-08-04,2020-05-11,First Pos,Visual journalism (photojournalism),Male,0,0.734709270736,22.084334449594074,Not a smoker,6.599,86.35,88.85,70.36,74.82,In state,on campus,Public Transport,27.0,10.0,16.0,2014-08-04,320.38,0.058190933294880356
152,44752,1993-03-07,2014-08-04,2020-05-11,First Pos,Physics,Female,0,0.8191599364799999,14.005223423134646,Not a smoker,8.897,85.36,90.18,60.03,85.15,In state,on campus,Public Transport,27.0,3.0,1.0,2014-08-04,320.72,0.029686204925215773
153,45420,1993-03-01,2014-08-04,2020-05-11,First Pos,comp sci,Male,1,0.8038366915359999,21.519720591328166,Not a smoker,4.62,84.4,76.6,63.42,72.67,In state,on campus,Public Transport,27.0,5.461538461538462,16.0,2014-08-04,297.09000000000003,0.0473699605836487
154,48309,1993-01-24,2014-08-04,2019-05-13,First Pos,Forensics,Female,0,0.756023558816,11.557319042586757,Not a smoker,6.581933155080214,80.59,94.7,74.54,84.25,In state,on campus,Public Transport,27.0,10.0,4.0,2014-08-04,334.08000000000004,0.028759974142033583
155,48509,1993-01-24,2014-08-04,2020-05-11,First Pos,marketing,Male,1,0.7635123627359999,11.112160678301075,Not a smoker,4.556,79.81,77.98,65.48,83.37,In state,on campus,Public Transport,27.0,6.0,5.0,2014-08-04,306.64000000000004,0.027112428046013666
156,48541,1993-01-23,2014-08-04,2020-05-11,First Pos,business admin,Male,0,0.8624797868479999,24.940067352558824,Not a smoker,8.899,90.87,76.84,71.09,80.39,In state,on campus,Public Transport,27.0,5.461538461538462,3.0,2014-08-04,319.19000000000005,0.04768719938095863
157,48591,1993-01-22,2014-08-04,2020-05-11,First Pos,geology,Male,1,0.7960022505119999,18.564130361364324,Not a smoker,4.695,67.77,77.46,59.51,79.52168316831683,In state,off campus,car,21.0,6.0,7.208651399491094,2014-08-04,284.2616831683168,0.04167235702157114
158,48942,1993-01-16,2014-08-04,2019-05-13,First Pos,english composition,Female,0,0.8046431781119999,22.296181302199628,Not a smoker,6.756,81.22,83.18,85.32,79.52168316831683,In state,off campus,Public Transport,27.0,5.461538461538462,9.0,2014-08-04,329.24168316831685,0.04898079918229066
159,49342,1993-01-11,2014-08-04,2019-05-13,First Pos,community counseling,Female,0,0.6342440858399999,14.35612393670156,Not a smoker,6.35,73.72,77.73,66.57,79.52168316831683,In state,on campus,Public Transport,27.0,5.461538461538462,7.208651399491094,2014-08-04,297.5416831683168,0.05076055868622449
160,20680,1992-12-27,2014-08-04,2020-05-11,First Pos,unknown,Female,1,0.780333368464,15.855850333781412,Not a smoker,6.621,85.34,84.05,50.7,79.52168316831683,In state,on campus,Public Transport,27.0,6.0,2.0,2014-08-04,299.61168316831686,0.03703660993685486
161,22425,1992-12-06,2014-08-04,2020-05-11,First Pos,Criminology,Female,1,0.7492260291039999,16.894699623985474,3.0,5.817,82.8,79.38,51.32,75.98,In state,off campus,car,28.0,6.0,4.0,2014-08-04,289.48,0.04280818430834739
162,31793,1992-08-13,2014-08-04,2020-05-11,First Pos,phsycology,Female,0,0.666388336512,14.518508748830927,Unknown,8.014,94.74,96.24,69.93,88.19,In state,on campus,Public Transport,27.0,4.0,4.0,2014-08-04,349.1,0.046501748515961415
163,32415,1992-08-07,2014-08-04,2020-05-11,First Pos,Elementary Education (K-6),Neutral,1,0.783213677664,18.19269843476956,Not a smoker,6.581933155080214,87.86,75.84,65.55,77.06,In state,on campus,Public Transport,27.0,6.0,3.0,2014-08-04,306.31,0.042183114445944456
164,34176,1992-07-17,2014-08-04,2019-05-13,First Pos,CS,Male,1,0.80303020496,16.197418386881115,Not a smoker,5.522,65.26,77.09,56.32,72.51,Out of state,on campus,Public Transport,27.0,4.0,5.0,2014-08-04,271.18,0.03572597461142136
165,41411,1992-04-17,2014-08-04,2020-05-11,First Pos,Fashion Merchandizing,Female,1,0.763742787472,16.894699623985474,Not a smoker,6.581933155080214,86.76,74.05,48.78,91.14,Out of state,on campus,Public Transport,27.0,10.0,5.0,2014-08-04,300.73,0.041196306229822
166,42540,1992-04-04,2014-08-04,2019-05-13,First Pos,unknown,Female,1,0.7523367630399999,14.294529697618001,Not a smoker,5.36,75.06,79.5,59.1,76.46,Out of state,on campus,Public Transport,27.0,6.0,6.0,2014-08-04,290.12,0.03592091161302881
167,44533,1992-03-13,2014-08-04,2020-05-11,First Pos,Liberal Studies,Male,0,0.7844810137120001,16.894699623985474,Not a smoker,8.755,98.81,80.59,65.46800947867298,81.6,Out of state,on campus,Public Transport,27.0,10.0,5.0,2014-08-04,326.46800947867297,0.03904699775426948
168,45711,1992-02-28,2014-08-04,2019-05-13,First Pos,chem,Male,0,0.9130580164000001,31.211480786520628,Not a smoker,6.485,81.84,87.51,67.33,77.83,Out of state,unknown,car,22.0,4.0,7.208651399491094,2014-08-04,314.51,0.05325000746350347
169,43692,1991-03-22,2014-08-04,2020-05-11,First Pos,biometrics,Female,0,0.666157911776,15.940775724032978,Not a smoker,6.581933155080214,85.53,89.67,78.05,79.52168316831683,In state,on campus,Public Transport,27.0,8.0,7.0,2014-08-04,332.7716831683168,0.051092495813233045
170,21606,1990-12-17,2014-08-04,2020-05-11,First Pos,english,Female,1,0.78805259712,14.924470779154346,Not a smoker,5.671,83.33,94.15,67.51,74.97,In state,on campus,Public Transport,27.0,2.0,6.0,2014-08-04,319.96,0.0341814575424917
171,22186,1989-12-10,2014-08-04,2020-05-11,First Pos,Zoology,Male,0,0.8061409388959999,19.640163053233067, smoker,8.549,94.41,92.48,73.18,84.32,In state,on campus,Public Transport,27.0,5.461538461538462,9.0,2014-08-04,344.39,0.04298581668221026
172,28642,1987-09-22,2014-08-04,2020-05-11,First Pos,Human Development and Family Studies,Female,0,0.75406494856,14.00988965336825,Not a smoker,6.581933155080214,80.82,69.0,62.53,82.44,In state,unknown,Public Transport,27.0,5.461538461538462,10.0,2014-08-04,294.78999999999996,0.035044450449114986
173,44795,1987-03-08,2014-08-04,2019-05-13,First Pos,unknown,Female,0,0.805795301792,22.437101455254425,3.0,6.598,93.0,83.23,86.66,90.94,unknown,on campus,Public Transport,27.0,5.0,5.0,2014-08-04,353.83000000000004,0.049149526343467406
174,47027,1987-02-10,2014-08-04,2019-05-13,First Pos,unknown,Female,0,0.722727184464,16.894699623985474, smoker,7.98,80.74,78.99,59.38,76.49,In state,on campus,Public Transport,27.0,3.0,11.0,2014-08-04,295.59999999999997,0.04600486289496545
175,22416,2000-01-01,2014-08-04,2019-05-13,First Pos,unknown,Male,1,0.783810071098353,16.894699623985474,Not a smoker,4.679,76.87,81.84,76.81,76.28,In state,off campus,car,32.0,6.0,2.0,2014-08-04,311.8,0.03911387494450937
176,20255,1996-01-01,2013-08-05,2018-05-14,first runners up,double major english and communications,Female,0,0.7575213196,16.894699623985474,Not a smoker,7.684,80.46,81.22,46.3,72.24,Out of state,unknown,car,26.0,5.461538461538462,2.0,2013-08-05,280.21999999999997,0.041875769584394436
177,20826,1995-12-25,2013-08-05,2018-05-14,first runners up,unknown,Male,0,0.7628210885279999,21.268677404760354,Not a smoker,6.229,77.38,67.59,66.59,76.47,In state,on campus,Public Transport,27.0,9.0,7.0,2013-08-05,288.03,0.051987286450929246
178,22494,1995-12-05,2013-08-05,2018-05-14,first runners up,premed,Male,1,0.7479586930559999,12.053805939442066,Not a smoker,5.139,83.11,75.79,65.43,79.52168316831683,unknown,unknown,Public Transport,27.0,4.0,5.0,2013-08-05,303.85168316831687,0.030645803603392235
179,27688,1995-10-02,2013-08-05,2018-05-14,first runners up,archaeology,Female,0,0.7996890462879999,15.945441954266583, smoker,7.652,86.99,84.61,78.33,84.56,Out of state,on campus,Public Transport,27.0,5.461538461538462,3.0,2013-08-05,334.49,0.0354647018593604
180,29363,1995-09-12,2013-08-05,2019-05-13,first runners up,unknown,Female,0,0.7711163790240001,20.3970255971234,3.0,6.615,90.33,96.79,69.79,93.01,In state,on campus,Public Transport,27.0,4.0,7.208651399491094,2013-08-05,349.92,0.04878979934235118
181,34623,1995-07-10,2013-08-05,2018-05-14,first runners up,unknown,Female,0,0.7628210885279999,20.29343528593742,Not a smoker,6.902,78.2,75.92,46.99,81.43,unknown,off campus,car,35.0,7.0,8.0,2013-08-05,282.54,0.04960349029729953
182,35350,1995-07-01,2013-08-05,2018-05-14,first runners up,unknown,Female,0,0.649336906048,11.80276275287425,Not a smoker,7.57,87.33,67.42,53.17,87.05,Out of state,on campus,Public Transport,27.0,7.0,3.0,2013-08-05,294.96999999999997,0.0398148927028466
183,36655,1995-06-16,2013-08-05,2019-05-13,first runners up,biostatistics,Male,1,0.741852437552,18.196431418956443,Not a smoker,5.27,81.9,81.98,73.83,73.72,In state,off campus,car,24.0,8.0,6.0,2013-08-05,311.42999999999995,0.04702764334464902
184,46265,1995-02-20,2013-08-05,2018-05-14,first runners up,bio tech,Male,1,0.8061409388959999,16.13675739384428,Not a smoker,5.521,91.92,73.49,63.88,85.42,In state,off campus,Public Transport,27.0,8.0,7.208651399491094,2013-08-05,314.71,0.03531802120466132
185,22617,1994-12-04,2013-08-05,2018-05-14,first runners up,graphic design with a minor in photography,Male,1,0.85314758504,16.894699623985474,Unknown,5.504,82.14,86.18,67.71,76.71,In state,on campus,Public Transport,27.0,5.0,7.0,2013-08-05,312.73999999999995,0.0330144593888441
186,25034,1994-11-04,2013-08-05,2018-05-14,first runners up,Secondary Education,Female,0,0.7644340616799999,16.894699623985474,Not a smoker,7.403,74.68,75.42,62.08,77.96,In state,on campus,Public Transport,27.0,5.0,3.0,2013-08-05,290.14,0.041121832657406675
187,25221,1994-11-02,2013-08-05,2018-05-14,first runners up,World history,Male,1,0.7754944490079999,19.27713034105879,Not a smoker,5.02,73.12,87.62,63.49,69.56,In state,on campus,Public Transport,27.0,6.0,2.0,2013-08-05,293.79,0.045591832016700695
188,26961,1994-10-11,2013-08-05,2019-05-13,first runners up,unknown,Female,0,0.697150038768,12.584822940026035,Not a smoker,7.802,83.45,90.41,60.94,76.85,In state,off campus,car,18.0,5.0,4.0,2013-08-05,311.65,0.036829569711820706
189,27435,1994-10-05,2013-08-05,2019-05-13,first runners up,unknown,Female,0,0.718003477376,17.405038771337452, smoker,6.876,83.83,94.87,73.25,81.85,In state,off campus,car,32.0,1.0,5.0,2013-08-05,333.8,0.04802019804199123
190,28084,1994-09-29,2013-08-05,2019-05-13,first runners up,architecture,Male,0,0.8083299738879999,16.894699623985474,Not a smoker,8.246,91.72,86.81,71.22,81.83,In state,on campus,Public Transport,27.0,6.0,4.0,2013-08-05,331.58,0.036776903067653514
191,28460,1994-09-23,2013-08-05,2018-05-14,first runners up,Photography/Photo Illustration,Female,1,0.77134680376,15.082189361050114,Not a smoker,5.632,77.68,73.78,61.55,86.28,In state,on campus,Public Transport,27.0,4.0,3.0,2013-08-05,299.29,0.03605513014795409
192,28570,1994-09-22,2013-08-05,2019-05-13,first runners up,unknown,Male,0,0.782637615824,12.781737855884064,Unknown,6.581933155080214,71.28,66.97,59.05,77.43,In state,on campus,Public Transport,27.0,9.0,7.208651399491094,2013-08-05,274.73,0.029680452524614386
193,29313,1994-09-13,2013-08-05,2018-05-14,first runners up,Fashion design,Male,1,0.755332284608,15.177380457815604, smoker,5.153,86.47,85.19,64.45,79.36,In state,on campus,Public Transport,27.0,5.0,3.0,2013-08-05,315.47,0.03783752946874182
194,31189,1994-08-21,2013-08-05,2019-05-13,first runners up,phys ed,Male,1,0.8691621041919999,19.209936625694912,Not a smoker,5.886,81.19,89.84,68.4,81.66,In state,on campus,Public Transport,27.0,8.0,12.0,2013-08-05,321.09000000000003,0.03616815987423096
195,31576,1994-08-16,2013-08-05,2018-05-14,first runners up,unknown,Female,1,0.7491108167359999,13.350084698336852,Not a smoker,5.644,82.78755501222494,80.45,66.51,72.36,In state,on campus,Public Transport,27.0,8.0,1.0,2013-08-05,302.1075550122249,0.03383716209318176
196,32437,1994-08-06,2013-08-05,2019-05-13,first runners up,education - social studies,Female,0,0.717542627904,12.037007510601097,Not a smoker,6.476,74.59,72.61,63.64,78.86,unknown,off campus,car,18.0,6.0,1.0,2013-08-05,289.70000000000005,0.03325256605241458
197,32439,1994-08-05,2013-08-05,2018-05-14,first runners up,unknown,Female,1,0.75406494856,13.922164524976521,Not a smoker,5.472,91.44,96.56,76.42,87.32,Out of state,off campus,car,28.0,8.0,7.0,2013-08-05,351.74,0.03482501410870619
198,33117,1994-07-28,2013-08-05,2019-05-13,first runners up,english literature,Female,1,0.7289486523359999,11.464927683961426,Not a smoker,5.303,87.75,81.48,62.87,80.16,In state,on campus,Public Transport,27.0,5.0,7.0,2013-08-05,312.26,0.030688770675294588
199,33377,1994-07-25,2013-08-05,2019-05-13,first runners up,unknown,Female,0,0.662471116,9.653497107276923,Not a smoker,7.708,84.18,87.59,61.3,82.64,In state,on campus,Public Transport,27.0,8.0,3.0,2013-08-05,315.71000000000004,0.03128620037807183
200,33454,1994-07-24,2013-08-05,2018-05-14,first runners up,unknown,Female,0,0.8790703678399999,21.3116067229095,Unknown,7.586,82.78755501222494,76.12,64.49,85.19,In state,off campus,car,37.0,6.0,4.0,2013-08-05,308.5875550122249,0.039225723114765645
201,36104,1994-06-23,2013-08-05,2019-05-13,first runners up,eudcation,Male,1,0.8150122912319999,16.3924668106457,Not a smoker,4.716,76.49,89.04,62.25,67.08,In state,off campus,car,26.0,1.0,10.0,2013-08-05,294.86,0.03510088311543809
202,36406,1994-06-18,2013-08-05,2019-05-13,first runners up,Marketing & Graphic Design,Female,0,0.7858635621279999,20.462352820393832,Not a smoker,7.337,82.46,98.48,60.56,78.51,In state,on campus,Public Transport,27.0,4.0,8.0,2013-08-05,320.01,0.04712629643257203
203,36714,1994-06-16,2013-08-05,2019-05-13,first runners up,busieness,Male,0,0.805680089424,18.644389521382287,3.0,6.905,95.11,94.66,73.25,77.75,In state,on campus,Public Transport,27.0,6.0,6.0,2013-08-05,340.77,0.040853093906146956
204,36693,1994-06-14,2013-08-05,2019-05-13,first runners up,Accounting,Female,0,0.77941166952,11.867156730097966,Unknown,9.475,80.53,87.96,64.28,81.96,In state,on campus,Public Transport,27.0,5.0,5.0,2013-08-05,314.73,0.027785288939363887
205,37615,1994-06-02,2013-08-05,2018-05-14,first runners up,science education (k-12),Female,1,0.787246110544,14.628631782343945,3.0,5.769,76.01,79.17,65.63,79.52168316831683,In state,on campus,Public Transport,27.0,5.0,7.0,2013-08-05,300.33168316831683,0.033572579279423864
206,38362,1994-05-26,2013-08-05,2019-05-13,first runners up,unknown,Male,0,0.855912681872,17.227722022460554,Not a smoker,9.071,90.5,84.56,68.59,73.07,In state,on campus,Public Transport,27.0,4.0,1.0,2013-08-05,316.72,0.033448063573643654
207,38549,1994-05-24,2013-08-05,2019-05-13,first runners up,chem engineering,Male,0,0.9049931506399999,15.37896160390723,Not a smoker,8.142,91.2,89.95,77.45,82.24,unknown,off campus,car,24.0,6.0,3.0,2013-08-05,340.84,0.026707822114786586
208,41157,1994-04-21,2013-08-05,2019-05-13,first runners up,unknown,Female,0,0.842432834816,14.915138318687136,Not a smoker,8.512,77.67,92.88,76.91,78.91,Out of state,on campus,Public Transport,27.0,11.0,4.0,2013-08-05,326.37,0.029892260676373836
209,41227,1994-04-19,2013-08-05,2018-05-14,first runners up,unknown,Female,0,0.783810071098353,25.431888019180533,Not a smoker,7.296,87.73,80.22,69.55,82.11,In state,on campus,Public Transport,27.0,5.0,8.0,2013-08-05,319.61,0.05887880280349924
